,Requirment
14185,31
14186,36
14187,43
14188,84
14189,88
14190,43
14191,120
14192,24
14193,97
14194,119
14195,157
14196,219
14197,238
14198,23
14199,52
14200,92
14201,111
14202,119
14203,137
14204,16
14205,13
14206,55
14207,58
14208,63
14209,97
14210,36
14211,63
14212,64
14213,84
14214,80
14215,82
14216,15
14217,43
14218,50
14219,81
14220,90
14221,91
14222,13
14223,26
14224,15
14225,35
14226,41
14227,92
14228,15
14229,33
14230,36
14231,88
14232,91
14233,130
14234,24
14235,33
14236,63
14237,50
14238,100
14239,119
14240,35
14241,50
14242,119
14243,120
14244,123
14245,138
14246,16
14247,45
14248,63
14249,64
14250,119
14251,189
14252,33
14253,64
14254,192
14255,199
14256,248
14257,17
14258,43
14259,63
14260,112
14261,123
14262,166
14263,16
14264,15
14265,31
14266,35
14267,63
14268,94
14269,15
14270,97
14271,123
14272,137
14273,189
14274,192
14275,16
14276,86
14277,120
14278,232
14279,238
14280,241
14281,33
14282,41
14283,72
14284,73
14285,50
14286,84
14287,35
14288,43
14289,50
14290,84
14291,81
14292,114
14293,17
14294,15
14295,35
14296,43
14297,63
14298,84
14299,15
14300,63
14301,64
14302,97
14303,119
14304,189
14305,16
14306,15
14307,31
14308,63
14309,80
14310,65
14311,84
14312,116
14313,120
14314,192
14315,227
14316,17
14317,27
14318,84
14319,87
14320,119
14321,182
14322,16
14323,15
14324,32
14325,35
14326,63
14327,84
14328,23
14329,24
14330,15
14331,63
14332,87
14333,100
14334,17
14335,24
14336,35
14337,36
14338,63
14339,94
14340,84
14341,97
14342,123
14343,137
14344,189
14345,192
14346,64
14347,67
14348,119
14349,189
14350,206
14351,217
14352,63
14353,97
14354,119
14355,174
14356,189
14357,192
14358,31
14359,88
14360,123
14361,137
14362,189
14363,187
14364,33
14365,64
14366,65
14367,120
14368,191
14369,248
14370,46
14371,63
14372,50
14373,197
14374,216
14375,229
14376,43
14377,50
14378,84
14379,116
14380,166
14381,232
14382,15
14383,31
14384,36
14385,46
14386,63
14387,65
14388,13
14389,15
14390,32
14391,46
14392,64
14393,100
14394,31
14395,43
14396,85
14397,88
14398,98
14399,192
14400,33
14401,43
14402,64
14403,80
14404,90
14405,232
14406,43
14407,63
14408,84
14409,81
14410,90
14411,116
14412,13
14413,15
14414,31
14415,84
14416,119
14417,147
14418,15
14419,31
14420,73
14421,119
14422,123
14423,122
14424,84
14425,81
14426,120
14427,97
14428,189
14429,227
14430,233
14431,238
14432,248
14433,63
14434,81
14435,102
14436,119
14437,123
14438,147
14439,15
14440,35
14441,94
14442,119
14443,259
14444,264
14445,63
14446,64
14447,97
14448,135
14449,138
14450,134
14451,24
14452,15
14453,63
14454,50
14455,84
14456,80
14457,43
14458,120
14459,123
14460,136
14461,33
14462,68
14463,50
14464,89
14465,166
14466,238
14467,43
14468,84
14469,88
14470,90
14471,114
14472,162
14473,31
14474,43
14475,120
14476,166
14477,232
14478,238
14479,42
14480,43
14481,24
14482,46
14483,58
14484,137
14485,180
14486,174
14487,16
14488,17
14489,31
14490,36
14491,43
14492,84
14493,63
14494,65
14495,66
14496,88
14497,98
14498,189
14499,43
14500,63
14501,91
14502,83
14503,114
14504,120
14505,65
14506,120
14507,191
14508,214
14509,248
14510,256
14511,15
14512,31
14513,43
14514,63
14515,84
14516,88
14517,36
14518,43
14519,63
14520,192
14521,264
14522,256
14523,31
14524,119
14525,130
14526,142
14527,189
14528,184
14529,17
14530,24
14531,33
14532,36
14533,41
14534,43
14535,84
14536,182
14537,232
14538,238
14539,241
14540,243
14541,24
14542,15
14543,43
14544,84
14545,80
14546,91
14547,63
14548,119
14549,173
14550,174
14551,189
14552,184
14553,16
14554,17
14555,24
14556,15
14557,36
14558,46
14559,22
14560,13
14561,24
14562,63
14563,64
14564,84
14565,119
14566,177
14567,238
14568,249
14569,255
14570,35
14571,65
14572,66
14573,50
14574,115
14575,123
14576,13
14577,31
14578,35
14579,43
14580,63
14581,65
14582,16
14583,24
14584,26
14585,15
14586,35
14587,85
14588,13
14589,15
14590,31
14591,83
14592,117
14593,119
14594,16
14595,17
14596,13
14597,15
14598,46
14599,63
14600,62
14601,63
14602,80
14603,119
14604,114
14605,126
14606,31
14607,43
14608,94
14609,238
14610,241
14611,264
14612,13
14613,35
14614,41
14615,102
14616,138
14617,139
14618,17
14619,24
14620,15
14621,35
14622,63
14623,88
14624,58
14625,64
14626,70
14627,97
14628,112
14629,114
14630,13
14631,71
14632,50
14633,97
14634,119
14635,134
14636,24
14637,35
14638,43
14639,84
14640,80
14641,88
14642,13
14643,80
14644,88
14645,123
14646,238
14647,241
14648,63
14649,84
14650,88
14651,90
14652,112
14653,119
14654,17
14655,13
14656,24
14657,36
14658,88
14659,83
14660,43
14661,84
14662,120
14663,166
14664,174
14665,189
14666,184
14667,241
14668,242
14669,273
14670,4
14671,16
14672,24
14673,15
14674,35
14675,94
14676,4
14677,16
14678,24
14679,15
14680,31
14681,32
14682,17
14683,36
14684,41
14685,63
14686,73
14687,80
14688,15
14689,31
14690,63
14691,81
14692,90
14693,119
14694,119
14695,189
14696,238
14697,256
14698,266
14699,268
14700,24
14701,63
14702,86
14703,100
14704,189
14705,227
14706,33
14707,41
14708,62
14709,73
14710,91
14711,123
14712,119
14713,189
14714,193
14715,212
14716,222
14717,228
14718,4
14719,16
14720,24
14721,15
14722,31
14723,32
14724,86
14725,120
14726,241
14727,248
14728,262
14729,273
14730,15
14731,31
14732,65
14733,97
14734,104
14735,119
14736,16
14737,73
14738,84
14739,119
14740,114
14741,168
14742,34
14743,63
14744,83
14745,97
14746,102
14747,119
14748,24
14749,15
14750,63
14751,50
14752,84
14753,80
14754,16
14755,13
14756,43
14757,63
14758,80
14759,90
14760,63
14761,84
14762,81
14763,119
14764,189
14765,192
14766,80
14767,119
14768,122
14769,182
14770,232
14771,238
14772,33
14773,35
14774,84
14775,116
14776,192
14777,228
14778,16
14779,24
14780,31
14781,63
14782,102
14783,119
14784,16
14785,24
14786,31
14787,43
14788,88
14789,114
14790,119
14791,238
14792,249
14793,255
14794,273
14795,24
14796,119
14797,147
14798,166
14799,192
14800,203
14801,87
14802,120
14803,123
14804,161
14805,182
14806,229
14807,119
14808,238
14809,249
14810,255
14811,17
14812,13
14813,24
14814,26
14815,15
14816,35
14817,63
14818,91
14819,119
14820,189
14821,192
14822,256
14823,45
14824,119
14825,248
14826,249
14827,17
14828,24
14829,15
14830,35
14831,52
14832,63
14833,17
14834,15
14835,94
14836,109
14837,119
14838,130
14839,16
14840,17
14841,24
14842,15
14843,36
14844,46
14845,63
14846,84
14847,81
14848,119
14849,189
14850,192
14851,16
14852,15
14853,43
14854,63
14855,50
14856,85
14857,15
14858,31
14859,63
14860,87
14861,88
14862,119
14863,16
14864,35
14865,63
14866,84
14867,80
14868,119
14869,13
14870,24
14871,15
14872,35
14873,63
14874,119
14875,16
14876,17
14877,15
14878,46
14879,112
14880,119
14881,16
14882,31
14883,35
14884,50
14885,94
14886,119
14887,16
14888,63
14889,64
14890,119
14891,168
14892,180
14893,107
14894,119
14895,189
14896,184
14897,206
14898,234
14899,24
14900,33
14901,41
14902,62
14903,73
14904,89
14905,120
14906,125
14907,161
14908,238
14909,241
14910,248
14911,24
14912,63
14913,49
14914,97
14915,119
14916,177
14917,15
14918,63
14919,64
14920,97
14921,102
14922,119
14923,116
14924,119
14925,123
14926,192
14927,232
14928,249
14929,63
14930,97
14931,174
14932,202
14933,206
14934,227
14935,16
14936,24
14937,35
14938,80
14939,85
14940,81
14941,4
14942,20
14943,43
14944,63
14945,84
14946,81
14947,63
14948,84
14949,81
14950,119
14951,189
14952,192
14953,33
14954,41
14955,42
14956,63
14957,73
14958,90
14959,24
14960,27
14961,63
14962,97
14963,189
14964,192
14965,17
14966,13
14967,15
14968,238
14969,259
14970,264
14971,15
14972,31
14973,86
14974,97
14975,102
14976,119
14977,24
14978,63
14979,94
14980,119
14981,120
14982,121
14983,23
14984,24
14985,35
14986,46
14987,92
14988,87
14989,13
14990,67
14991,161
14992,160
14993,281
14994,35
14995,119
14996,136
14997,189
14998,206
14999,234
15000,24
15001,15
15002,31
15003,65
15004,98
15005,112
15006,63
15007,84
15008,80
15009,86
15010,119
15011,120
15012,34
15013,53
15014,116
15015,174
15016,189
15017,227
15018,16
15019,24
15020,35
15021,80
15022,85
15023,81
15024,17
15025,36
15026,97
15027,117
15028,130
15029,174
15030,15
15031,97
15032,108
15033,175
15034,189
15035,192
15036,119
15037,120
15038,192
15039,248
15040,261
15041,266
15042,35
15043,62
15044,63
15045,65
15046,80
15047,81
15048,24
15049,35
15050,41
15051,63
15052,73
15053,87
15054,15
15055,87
15056,91
15057,83
15058,119
15059,173
15060,63
15061,119
15062,192
15063,211
15064,228
15065,248
15066,62
15067,50
15068,84
15069,80
15070,107
15071,182
15072,63
15073,80
15074,90
15075,119
15076,120
15077,138
15078,15
15079,31
15080,52
15081,62
15082,81
15083,97
15084,23
15085,15
15086,73
15087,87
15088,98
15089,102
15090,13
15091,119
15092,189
15093,184
15094,248
15095,34
15096,51
15097,63
15098,84
15099,97
15100,119
15101,63
15102,80
15103,97
15104,119
15105,141
15106,176
15107,63
15108,97
15109,119
15110,129
15111,189
15112,208
15113,24
15114,31
15115,65
15116,94
15117,87
15118,88
15119,15
15120,35
15121,63
15122,119
15123,173
15124,189
15125,63
15126,84
15127,80
15128,120
15129,192
15130,248
15131,63
15132,84
15133,81
15134,119
15135,189
15136,192
15137,15
15138,73
15139,50
15140,90
15141,123
15142,182
15143,16
15144,65
15145,66
15146,86
15147,114
15148,189
15149,16
15150,15
15151,43
15152,63
15153,50
15154,85
15155,12
15156,13
15157,24
15158,63
15159,107
15160,248
15161,43
15162,65
15163,80
15164,182
15165,229
15166,238
15167,43
15168,84
15169,80
15170,91
15171,116
15172,123
15173,15
15174,31
15175,63
15176,87
15177,88
15178,119
15179,16
15180,260
15181,269
15182,43
15183,65
15184,80
15185,182
15186,229
15187,238
15188,17
15189,13
15190,24
15191,15
15192,35
15193,65
15194,13
15195,24
15196,15
15197,58
15198,63
15199,108
15200,42
15201,80
15202,119
15203,123
15204,189
15205,238
15206,120
15207,123
15208,273
15209,63
15210,84
15211,80
15212,85
15213,88
15214,90
15215,13
15216,15
15217,31
15218,63
15219,137
15220,161
15221,65
15222,116
15223,120
15224,123
15225,126
15226,189
15227,84
15228,80
15229,238
15230,256
15231,269
15232,24
15233,50
15234,80
15235,98
15236,119
15237,189
15238,13
15239,45
15240,64
15241,119
15242,157
15243,189
15244,16
15245,17
15246,24
15247,15
15248,36
15249,46
15250,16
15251,15
15252,35
15253,46
15254,119
15255,130
15256,16
15257,63
15258,64
15259,119
15260,168
15261,180
15262,24
15263,63
15264,107
15265,119
15266,189
15267,242
15268,13
15269,36
15270,87
15271,88
15272,112
15273,114
15274,16
15275,15
15276,84
15277,91
15278,83
15279,98
15280,16
15281,24
15282,35
15283,84
15284,119
15285,114
15286,15
15287,35
15288,80
15289,95
15290,117
15291,120
15292,39
15293,63
15294,119
15295,189
15296,192
15297,184
15298,17
15299,36
15300,85
15301,87
15302,90
15303,91
15304,16
15305,24
15306,31
15307,65
15308,50
15309,85
15310,119
15311,261
15312,24
15313,63
15314,64
15315,84
15316,119
15317,189
15318,24
15319,64
15320,97
15321,119
15322,157
15323,159
15324,43
15325,119
15326,136
15327,137
15328,222
15329,238
15330,4
15331,24
15332,15
15333,46
15334,63
15335,116
15336,4
15337,63
15338,97
15339,98
15340,119
15341,174
15342,16
15343,72
15344,232
15345,256
15346,269
15347,116
15348,120
15349,157
15350,13
15351,26
15352,15
15353,46
15354,84
15355,87
15356,35
15357,119
15358,120
15359,261
15360,256
15361,278
15362,39
15363,56
15364,63
15365,97
15366,105
15367,135
15368,15
15369,31
15370,63
15371,102
15372,119
15373,114
15374,33
15375,84
15376,80
15377,116
15378,114
15379,192
15380,16
15381,31
15382,65
15383,85
15384,86
15385,88
15386,15
15387,63
15388,97
15389,105
15390,130
15391,189
15392,24
15393,63
15394,72
15395,107
15396,189
15397,204
15398,42
15399,63
15400,84
15401,90
15402,116
15403,120
15404,24
15405,15
15406,34
15407,63
15408,87
15409,97
15410,88
15411,116
15412,119
15413,120
15414,123
15415,238
15416,17
15417,15
15418,33
15419,36
15420,95
15421,87
15422,36
15423,43
15424,80
15425,91
15426,119
15427,120
15428,63
15429,116
15430,120
15431,123
15432,192
15433,232
15434,46
15435,75
15436,90
15437,91
15438,119
15439,138
15440,4
15441,33
15442,43
15443,63
15444,65
15445,84
15446,35
15447,55
15448,80
15449,86
15450,90
15451,123
15452,58
15453,62
15454,63
15455,94
15456,163
15457,189
15458,24
15459,63
15460,64
15461,97
15462,119
15463,283
15464,13
15465,24
15466,26
15467,15
15468,31
15469,94
15470,17
15471,24
15472,31
15473,35
15474,46
15475,94
15476,13
15477,119
15478,189
15479,184
15480,229
15481,236
15482,119
15483,131
15484,174
15485,189
15486,238
15487,248
15488,15
15489,31
15490,65
15491,66
15492,80
15493,119
15494,16
15495,17
15496,24
15497,15
15498,31
15499,35
15500,4
15501,17
15502,15
15503,34
15504,64
15505,97
15506,16
15507,88
15508,83
15509,112
15510,119
15511,114
15512,13
15513,24
15514,15
15515,46
15516,63
15517,64
15518,16
15519,15
15520,31
15521,35
15522,63
15523,87
15524,16
15525,63
15526,65
15527,80
15528,87
15529,88
15530,15
15531,63
15532,84
15533,80
15534,87
15535,90
15536,63
15537,84
15538,192
15539,227
15540,238
15541,248
15542,17
15543,43
15544,85
15545,87
15546,88
15547,83
15548,9
15549,24
15550,65
15551,66
15552,97
15553,119
15554,58
15555,64
15556,119
15557,189
15558,184
15559,186
15560,16
15561,24
15562,15
15563,31
15564,63
15565,65
15566,46
15567,63
15568,97
15569,102
15570,172
15571,173
15572,16
15573,23
15574,15
15575,31
15576,35
15577,41
15578,17
15579,15
15580,31
15581,36
15582,102
15583,119
15584,13
15585,24
15586,63
15587,84
15588,86
15589,87
15590,31
15591,86
15592,123
15593,139
15594,184
15595,232
15596,16
15597,80
15598,88
15599,83
15600,112
15601,119
15602,24
15603,15
15604,43
15605,81
15606,87
15607,90
15608,63
15609,64
15610,107
15611,119
15612,174
15613,189
15614,16
15615,24
15616,43
15617,63
15618,80
15619,85
15620,24
15621,15
15622,31
15623,35
15624,63
15625,80
15626,64
15627,97
15628,119
15629,189
15630,229
15631,248
15632,35
15633,36
15634,46
15635,95
15636,119
15637,130
15638,84
15639,86
15640,115
15641,116
15642,241
15643,248
15644,17
15645,13
15646,26
15647,15
15648,60
15649,63
15650,15
15651,39
15652,63
15653,97
15654,119
15655,135
15656,238
15657,241
15658,243
15659,248
15660,256
15661,266
15662,16
15663,24
15664,80
15665,85
15666,90
15667,119
15668,24
15669,15
15670,31
15671,63
15672,73
15673,94
15674,16
15675,15
15676,31
15677,42
15678,63
15679,50
15680,24
15681,35
15682,52
15683,63
15684,84
15685,80
15686,3
15687,64
15688,88
15689,119
15690,16
15691,24
15692,84
15693,80
15694,85
15695,81
15696,16
15697,24
15698,15
15699,35
15700,80
15701,94
15702,17
15703,24
15704,35
15705,43
15706,63
15707,98
15708,16
15709,24
15710,35
15711,80
15712,85
15713,81
15714,17
15715,36
15716,63
15717,102
15718,119
15719,120
15720,35
15721,63
15722,84
15723,90
15724,147
15725,163
15726,16
15727,24
15728,35
15729,41
15730,43
15731,98
15732,88
15733,238
15734,24
15735,15
15736,31
15737,35
15738,63
15739,84
15740,12
15741,13
15742,24
15743,15
15744,63
15745,84
15746,16
15747,24
15748,43
15749,63
15750,84
15751,80
15752,17
15753,15
15754,35
15755,39
15756,63
15757,87
15758,65
15759,120
15760,166
15761,232
15762,84
15763,116
15764,119
15765,166
15766,182
15767,192
15768,65
15769,84
15770,116
15771,119
15772,120
15773,191
15774,24
15775,55
15776,63
15777,88
15778,97
15779,189
15780,24
15781,31
15782,40
15783,63
15784,86
15785,87
15786,24
15787,58
15788,63
15789,97
15790,107
15791,137
15792,24
15793,51
15794,107
15795,119
15796,180
15797,189
15798,16
15799,24
15800,15
15801,31
15802,35
15803,37
15804,120
15805,123
15806,273
15807,63
15808,119
15809,123
15810,192
15811,238
15812,241
15813,64
15814,97
15815,157
15816,227
15817,248
15818,249
15819,4
15820,33
15821,35
15822,63
15823,72
15824,84
15825,35
15826,53
15827,84
15828,85
15829,116
15830,119
15831,81
15832,82
15833,182
15834,232
15835,266
15836,13
15837,24
15838,15
15839,46
15840,84
15841,90
15842,90
15843,119
15844,123
15845,182
15846,238
15847,241
15848,24
15849,33
15850,41
15851,62
15852,73
15853,89
15854,16
15855,13
15856,24
15857,15
15858,43
15859,58
15860,43
15861,88
15862,136
15863,238
15864,241
15865,256
15866,35
15867,53
15868,85
15869,116
15870,119
15871,121
15872,16
15873,24
15874,26
15875,15
15876,58
15877,63
15878,24
15879,84
15880,85
15881,90
15882,114
15883,120
15884,16
15885,24
15886,35
15887,52
15888,65
15889,80
15890,43
15891,63
15892,102
15893,119
15894,147
15895,151
15896,15
15897,31
15898,100
15899,119
15900,130
15901,167
15902,17
15903,35
15904,36
15905,95
15906,96
15907,130
15908,13
15909,15
15910,31
15911,94
15912,87
15913,119
15914,20
15915,238
15916,241
15917,256
15918,63
15919,65
15920,66
15921,119
15922,192
15923,227
15924,17
15925,24
15926,15
15927,31
15928,35
15929,94
15930,119
15931,120
15932,157
15933,232
15934,256
15935,84
15936,81
15937,234
15938,256
15939,266
15940,85
15941,86
15942,88
15943,232
15944,234
15945,269
15946,65
15947,90
15948,120
15949,229
15950,232
15951,234
15952,26
15953,15
15954,58
15955,63
15956,119
15957,114
15958,90
15959,191
15960,232
15961,238
15962,241
15963,248
15964,16
15965,31
15966,63
15967,65
15968,84
15969,94
15970,75
15971,81
15972,194
15973,232
15974,238
15975,241
15976,36
15977,63
15978,84
15979,90
15980,192
15981,264
15982,120
15983,191
15984,234
15985,248
15986,266
15987,15
15988,46
15989,97
15990,98
15991,102
15992,108
15993,13
15994,24
15995,15
15996,31
15997,35
15998,63
15999,16
16000,43
16001,84
16002,85
16003,88
16004,90
16005,16
16006,13
16007,24
16008,31
16009,63
16010,65
16011,24
16012,15
16013,63
16014,81
16015,119
16016,120
16017,43
16018,50
16019,87
16020,119
16021,221
16022,229
16023,13
16024,65
16025,80
16026,120
16027,182
16028,214
16029,13
16030,15
16031,31
16032,94
16033,87
16034,119
16035,16
16036,24
16037,87
16038,83
16039,119
16040,114
16041,16
16042,17
16043,13
16044,24
16045,15
16046,36
16047,13
16048,24
16049,58
16050,62
16051,50
16052,75
16053,39
16054,61
16055,84
16056,136
16057,192
16058,212
16059,42
16060,63
16061,116
16062,119
16063,150
16064,189
16065,97
16066,119
16067,159
16068,189
16069,227
16070,235
16071,34
16072,62
16073,84
16074,97
16075,110
16076,119
16077,16
16078,35
16079,39
16080,56
16081,84
16082,80
16083,227
16084,248
16085,63
16086,65
16087,66
16088,90
16089,97
16090,116
16091,24
16092,15
16093,52
16094,63
16095,100
16096,102
16097,16
16098,15
16099,84
16100,86
16101,87
16102,88
16103,35
16104,65
16105,66
16106,84
16107,80
16108,90
16109,17
16110,26
16111,15
16112,35
16113,41
16114,87
16115,15
16116,63
16117,80
16118,81
16119,119
16120,120
16121,26
16122,15
16123,31
16124,35
16125,43
16126,46
16127,16
16128,15
16129,31
16130,43
16131,65
16132,98
16133,16
16134,24
16135,15
16136,58
16137,63
16138,65
16139,63
16140,84
16141,81
16142,88
16143,119
16144,114
16145,16
16146,31
16147,46
16148,65
16149,84
16150,92
16151,50
16152,86
16153,116
16154,119
16155,232
16156,251
16157,16
16158,31
16159,46
16160,63
16161,65
16162,84
16163,84
16164,88
16165,119
16166,241
16167,242
16168,43
16169,119
16170,192
16171,256
16172,17
16173,26
16174,15
16175,36
16176,65
16177,95
16178,24
16179,119
16180,162
16181,249
16182,256
16183,13
16184,31
16185,35
16186,63
16187,84
16188,94
16189,17
16190,15
16191,94
16192,119
16193,138
16194,143
16195,17
16196,24
16197,15
16198,30
16199,35
16200,52
16201,80
16202,85
16203,83
16204,238
16205,248
16206,263
16207,63
16208,64
16209,94
16210,119
16211,121
16212,189
16213,13
16214,15
16215,36
16216,42
16217,65
16218,86
16219,16
16220,15
16221,64
16222,65
16223,97
16224,161
16225,84
16226,119
16227,238
16228,241
16229,248
16230,251
16231,24
16232,27
16233,63
16234,49
16235,97
16236,131
16237,35
16238,86
16239,221
16240,232
16241,238
16242,249
16243,33
16244,84
16245,116
16246,120
16247,123
16248,147
16249,17
16250,13
16251,26
16252,15
16253,31
16254,35
16255,16
16256,33
16257,65
16258,66
16259,122
16260,147
16261,13
16262,54
16263,119
16264,131
16265,132
16266,133
16267,16
16268,119
16269,84
16270,80
16271,90
16272,182
16273,261
16274,263
16275,15
16276,33
16277,41
16278,73
16279,94
16280,87
16281,16
16282,35
16283,43
16284,81
16285,90
16286,119
16287,24
16288,58
16289,97
16290,119
16291,137
16292,157
16293,17
16294,15
16295,31
16296,98
16297,130
16298,142
16299,63
16300,116
16301,189
16302,227
16303,246
16304,248
16305,15
16306,36
16307,54
16308,63
16309,84
16310,95
16311,15
16312,31
16313,39
16314,84
16315,105
16316,136
16317,63
16318,80
16319,89
16320,116
16321,120
16322,227
16323,4
16324,35
16325,63
16326,64
16327,84
16328,99
16329,13
16330,15
16331,31
16332,63
16333,130
16334,142
16335,16
16336,43
16337,83
16338,119
16339,114
16340,189
16341,24
16342,15
16343,31
16344,63
16345,80
16346,94
16347,63
16348,97
16349,119
16350,174
16351,189
16352,206
16353,15
16354,52
16355,100
16356,102
16357,119
16358,167
16359,43
16360,63
16361,65
16362,116
16363,119
16364,147
16365,16
16366,15
16367,31
16368,64
16369,88
16370,102
16371,17
16372,13
16373,24
16374,15
16375,58
16376,63
16377,36
16378,42
16379,63
16380,80
16381,87
16382,82
16383,63
16384,88
16385,91
16386,114
16387,238
16388,256
16389,35
16390,63
16391,80
16392,81
16393,88
16394,90
16395,13
16396,24
16397,85
16398,87
16399,88
16400,91
16401,16
16402,24
16403,39
16404,56
16405,86
16406,81
16407,16
16408,86
16409,261
16410,24
16411,15
16412,31
16413,85
16414,91
16415,107
16416,39
16417,63
16418,80
16419,119
16420,136
16421,189
16422,16
16423,13
16424,24
16425,31
16426,80
16427,87
16428,63
16429,64
16430,119
16431,189
16432,183
16433,184
16434,63
16435,97
16436,119
16437,121
16438,130
16439,169
16440,63
16441,75
16442,84
16443,81
16444,88
16445,90
16446,15
16447,63
16448,87
16449,88
16450,83
16451,107
16452,35
16453,36
16454,43
16455,80
16456,85
16457,96
16458,63
16459,64
16460,94
16461,119
16462,121
16463,189
16464,5
16465,13
16466,24
16467,31
16468,54
16469,49
16470,15
16471,39
16472,86
16473,137
16474,180
16475,204
16476,43
16477,84
16478,119
16479,114
16480,120
16481,232
16482,84
16483,87
16484,90
16485,166
16486,229
16487,238
16488,4
16489,84
16490,232
16491,238
16492,241
16493,242
16494,42
16495,43
16496,123
16497,182
16498,232
16499,238
16500,63
16501,64
16502,94
16503,119
16504,121
16505,189
16506,16
16507,15
16508,92
16509,119
16510,114
16511,229
16512,24
16513,31
16514,35
16515,63
16516,92
16517,87
16518,34
16519,62
16520,84
16521,97
16522,110
16523,119
16524,16
16525,36
16526,65
16527,50
16528,80
16529,82
16530,17
16531,13
16532,80
16533,87
16534,91
16535,119
16536,17
16537,24
16538,15
16539,35
16540,63
16541,87
16542,15
16543,39
16544,86
16545,137
16546,180
16547,204
16548,63
16549,65
16550,80
16551,81
16552,90
16553,119
16554,90
16555,123
16556,166
16557,248
16558,17
16559,80
16560,119
16561,123
16562,167
16563,234
16564,16
16565,63
16566,119
16567,114
16568,238
16569,63
16570,87
16571,91
16572,83
16573,119
16574,114
16575,24
16576,58
16577,63
16578,81
16579,97
16580,138
16581,24
16582,58
16583,63
16584,64
16585,81
16586,97
16587,17
16588,13
16589,24
16590,15
16591,43
16592,46
16593,24
16594,62
16595,114
16596,164
16597,189
16598,238
16599,119
16600,137
16601,161
16602,189
16603,195
16604,253
16605,84
16606,120
16607,123
16608,35
16609,63
16610,64
16611,119
16612,114
16613,174
16614,16
16615,22
16616,13
16617,24
16618,15
16619,31
16620,34
16621,58
16622,62
16623,84
16624,107
16625,189
16626,63
16627,84
16628,119
16629,120
16630,121
16631,169
16632,13
16633,62
16634,63
16635,90
16636,97
16637,102
16638,63
16639,80
16640,81
16641,116
16642,119
16643,130
